FSscore,KHscore,PPHHSIZE,PPINCIMP,SAVINGSRANGES,agecat,PPEDUC,EMPLOY,FWBscore
30,-0.188,2,5,5,8,4,8,40
48,-0.57,2,8,6,5,2,2,66
46,-0.188,2,3,3,4,2,2,47
52,0.712,3,4,4,3,5,2,45
60,0.712,2,8,7,6,4,8,77
67,0.242,2,7,3,3,4,2,63
57,0.242,2,7,7,6,4,8,55
57,0.242,2,5,7,6,3,2,59
47,-0.57,4,7,5,3,4,2,48
44,0.712,2,8,5,2,5,2,59
31,-0.188,2,4,3,5,3,2,34
47,0.242,2,4,5,6,3,6,67
55,-1.9,3,2,4,1,3,5,45
30,0.712,1,6,4,3,3,2,38
80,1.267,2,5,7,6,3,8,95
43,0.242,2,3,4,6,2,8,68
54,0.712,3,4,6,2,4,2,60
50,0.712,1,8,6,8,5,8,74
51,0.712,2,7,6,4,5,2,46
52,0.242,5,8,6,8,2,8,68
56,1.267,2,5,5,2,4,2,70
63,0.242,3,5,5,4,3,3,68
42,-1.713,3,4,3,2,2,7,49
51,0.712,3,6,6,2,5,2,70
54,0.712,2,6,5,6,3,8,64
32,-0.57,2,8,5,6,3,8,50
56,1.267,2,7,7,8,4,8,65
50,-0.57,1,7,7,8,3,8,58
42,-0.909,2,5,3,4,3,2,49
64,1.267,3,9,6,5,4,4,62
42,-0.57,2,9,6,5,4,2,54
48,0.242,2,5,4,7,3,8,48
50,0.712,3,9,7,5,5,2,59
54,1.267,1,2,5,6,2,8,57
38,-0.57,2,7,7,4,4,2,51
37,-0.188,3,6,3,2,3,1,39
43,-0.188,1,3,4,8,3,8,47
65,1.267,2,4,7,8,4,8,69
42,0.712,3,7,2,5,3,2,40
43,-0.188,5,9,4,4,5,2,52
41,-0.57,2,2,6,8,2,7,58
45,0.712,2,7,7,7,3,8,66
73,-0.188,1,6,6,1,4,2,65
47,-0.188,2,8,4,2,4,2,62
82,0.712,3,9,7,2,4,2,60
49,-0.188,1,8,7,7,3,8,64
49,-0.909,1,1,6,6,4,3,46
22,-0.188,3,7,1,6,1,8,40
64,-0.909,3,2,1,4,1,6,14
48,0.712,1,7,6,4,3,2,52
35,-1.485,2,2,3,4,3,2,47
42,-1.215,3,8,4,4,3,2,57
34,0.712,1,8,3,4,4,2,40
68,0.712,2,9,6,5,4,2,74
42,-0.188,2,2,1,8,1,8,41
49,-0.188,5,6,4,3,4,2,58
61,-0.909,2,9,5,5,5,2,58
38,0.242,1,8,5,2,5,2,53
31,0.712,2,3,5,8,5,8,56
72,-1.485,1,1,4,4,3,1,70
73,0.712,4,8,4,1,3,3,50
53,-0.57,2,3,4,4,2,6,40
53,0.712,2,7,7,8,5,8,71
52,0.242,4,7,5,2,4,2,58
55,-0.188,4,7,4,4,3,4,83
43,0.242,1,5,4,7,5,8,67
57,0.242,1,1,3,2,3,2,40
50,0.242,3,5,5,3,4,2,55
70,1.267,1,8,7,8,5,8,86
48,1.267,5,8,4,3,3,1,60
53,-0.57,3,8,5,1,4,2,58
41,0.712,1,5,3,2,4,2,41
58,0.242,5,8,4,4,5,8,58
51,-0.57,2,5,3,2,2,2,63
42,-1.215,2,8,7,5,2,4,58
31,-1.215,1,4,3,4,1,2,60
62,0.712,1,1,3,6,4,8,34
56,-0.188,4,7,6,2,5,2,58
77,-0.188,2,6,5,1,3,2,67
40,0.712,4,6,4,2,5,5,40
37,-0.188,2,8,5,2,5,2,48
40,-0.188,4,7,3,3,3,2,43
45,0.712,2,7,5,6,5,3,68
37,-0.57,2,5,1,4,2,1,49
44,-0.57,2,3,6,6,2,3,72
51,-0.57,3,1,4,3,3,3,47
54,0.712,4,4,5,4,3,2,33
44,-1.215,4,5,2,2,3,2,41
38,0.712,3,7,3,4,3,2,32
67,0.712,4,9,7,2,4,3,62
55,1.267,2,7,3,6,4,8,67
49,1.267,2,8,5,5,4,2,62
55,-0.57,3,5,2,1,2,3,39
53,0.242,1,7,6,2,5,2,68
45,0.242,4,9,3,3,4,2,42
69,1.267,3,8,5,6,5,8,74
82,0.712,2,9,7,7,5,8,76
56,1.267,3,8,6,3,4,2,67
42,-1.215,3,3,1,4,2,2,49
56,-0.188,4,7,5,3,3,2,66
50,-0.188,3,8,6,2,5,2,56
43,0.712,3,7,4,4,2,4,50
53,0.242,4,9,4,4,5,2,56
50,0.712,2,8,6,4,3,2,59
69,0.242,1,4,6,6,3,8,71
51,0.242,2,8,6,5,2,2,63
63,1.267,1,9,7,8,5,8,68
34,-0.57,1,8,5,5,5,2,50
45,-0.909,2,5,3,5,3,5,30
53,-1.485,4,3,3,4,2,2,65
33,-0.909,4,3,1,3,1,4,38
51,0.712,1,6,5,4,4,1,62
48,0.712,2,5,4,8,2,8,59
50,0.242,2,6,5,8,4,8,61
69,1.267,2,9,7,6,5,8,95
50,-0.909,2,1,3,3,2,6,39
48,0.242,2,8,5,2,4,2,60
52,-0.188,2,2,4,2,4,2,56
49,-1.485,2,1,1,3,1,7,55
47,0.712,2,7,5,6,4,2,68
50,1.267,2,9,7,5,5,2,66
54,-0.188,2,8,6,6,5,8,63
54,0.712,2,9,7,4,5,2,78
42,-0.909,4,7,3,4,2,4,53
58,1.267,5,8,5,4,4,2,52
60,0.712,1,8,6,5,4,2,68
60,1.267,2,9,7,6,5,8,82
45,0.242,2,3,5,8,2,8,35
47,-0.909,4,9,7,3,4,4,57
51,0.712,2,2,5,8,2,8,79
60,-1.215,4,2,7,2,2,2,32
25,0.242,2,4,3,5,3,2,48
42,0.712,2,3,7,6,4,8,58
44,0.242,2,2,3,7,1,8,43
21,-0.57,3,7,7,7,3,8,51
48,-0.909,2,4,3,3,3,2,33
38,-0.188,2,7,6,6,2,2,53
37,-1.485,1,2,4,6,2,7,29
42,-1.215,4,3,3,2,2,4,45
51,0.242,2,7,3,3,3,2,57
52,0.712,2,9,5,7,5,8,69
56,-1.713,1,1,3,8,3,8,37
51,0.712,2,7,6,6,5,8,56
41,0.712,3,7,4,8,4,8,55
41,-0.188,4,4,3,2,2,3,44
67,-0.57,3,8,6,4,2,4,51
19,0.242,1,3,5,4,2,2,47
48,-0.188,1,9,4,4,5,2,50
53,-0.188,2,3,6,8,2,4,69
69,0.712,2,8,7,2,4,2,52
70,0.242,2,4,5,7,4,8,67
51,1.267,1,7,5,2,4,2,60
55,0.712,4,9,7,6,3,8,69
64,0.242,2,8,7,8,5,8,59
43,-0.188,4,8,5,4,4,2,45
46,1.267,2,8,6,7,4,8,62
44,-0.909,3,3,1,2,2,6,35
63,0.242,5,6,5,2,3,2,61
47,-0.188,2,6,4,2,4,2,36
56,-0.57,3,6,3,3,2,2,29
37,0.242,2,5,4,5,4,2,38
85,0.712,5,9,6,3,5,2,69
53,0.712,2,8,7,7,2,8,82
61,1.267,3,9,6,4,4,2,66
48,-0.188,3,2,4,8,2,8,58
47,0.712,3,9,4,4,4,2,57
78,0.242,2,8,7,7,4,8,73
43,-0.188,2,9,7,5,4,2,68
23,1.267,2,6,7,4,2,2,53
36,1.267,1,1,7,4,4,7,55
56,0.712,2,6,7,6,2,8,60
41,0.712,1,2,6,8,3,8,56
49,0.242,2,8,6,4,3,2,55
45,-1.215,4,8,3,2,3,2,48
43,-0.188,4,9,6,3,4,3,75
50,-0.57,2,8,7,3,3,2,58
60,0.242,2,8,7,5,3,8,74
42,1.267,3,9,5,6,5,2,64
63,0.242,5,8,4,4,4,2,66
48,0.712,3,8,2,2,5,2,44
43,0.712,2,7,5,6,2,7,61
50,0.712,2,6,6,7,4,8,61
40,-0.188,1,3,2,6,2,2,39
45,-0.188,3,7,5,2,5,2,55
63,-0.57,2,6,4,8,2,8,63
53,1.267,2,3,2,2,3,1,38
48,0.712,3,2,3,2,3,2,31
42,-0.188,2,3,3,2,3,2,43
28,0.712,1,3,2,6,3,2,28
53,-0.909,1,2,6,8,2,8,52
55,0.712,2,7,4,3,4,2,66
42,0.242,2,6,6,6,5,8,57
45,-0.909,3,8,5,2,4,1,53
40,-0.188,2,6,5,6,3,8,60
35,-0.57,4,2,3,4,2,2,48
51,1.267,1,7,5,5,3,2,59
58,0.242,2,8,5,2,4,2,70
44,-0.57,2,6,7,4,5,2,68
85,-0.909,4,1,2,2,2,5,36
53,-0.909,3,8,4,4,3,2,66
57,0.712,2,9,4,5,5,2,52
60,-0.188,2,3,5,7,2,8,61
34,0.242,2,1,4,4,1,1,34
55,0.712,1,9,4,4,2,7,75
44,0.712,4,9,6,5,4,2,60
39,-0.57,1,4,1,6,2,8,41
59,0.242,1,4,5,4,3,2,71
60,1.267,2,7,7,8,4,8,75
42,0.242,2,4,2,8,2,8,54
49,0.242,1,2,6,4,3,2,42
45,0.242,2,5,6,7,3,8,73
52,1.267,1,3,6,2,5,5,57
42,-1.485,1,6,7,2,3,2,48
61,0.712,2,8,7,6,5,8,77
44,-0.188,1,5,4,5,2,2,44
53,0.242,2,6,4,2,4,2,57
51,-0.188,2,2,5,2,5,2,46
31,-1.215,2,5,2,6,2,8,48
50,-0.909,3,6,3,1,2,2,55
85,0.242,1,7,7,6,5,8,95
46,-0.909,5,9,1,4,3,2,41
49,-0.57,3,7,4,6,4,8,60
45,0.712,2,8,4,5,4,2,51
42,-1.485,1,2,3,4,2,3,48
48,-0.57,1,8,7,4,2,2,57
51,1.267,3,7,7,6,4,3,58
39,0.242,4,8,2,4,4,2,36
42,1.267,2,8,6,8,5,8,64
66,0.242,4,8,5,3,4,2,55
67,1.267,1,9,6,8,5,8,95
42,-1.485,2,1,1,2,2,3,53
56,0.712,1,6,7,3,5,2,75
44,-0.188,5,9,4,1,3,3,58
82,0.242,1,4,6,3,2,6,59
59,0.712,2,7,7,6,3,8,73
56,0.242,2,7,3,3,3,2,40
47,-0.57,5,9,4,1,4,2,54
39,-1.485,3,3,2,7,2,8,22
42,-1.215,1,2,5,2,4,2,49
50,-0.188,2,9,5,2,5,2,55
22,-0.188,3,4,4,6,2,8,36
57,0.712,1,7,6,7,3,8,53
56,-0.188,4,2,2,2,2,4,44
38,0.242,4,9,4,2,3,2,63
46,0.712,2,9,7,6,4,8,68
43,-1.485,4,8,4,1,2,3,42
49,0.712,4,8,5,5,4,2,45
52,-0.909,2,5,3,4,2,1,39
43,0.242,4,8,5,4,4,2,51
48,-0.57,2,7,7,3,2,2,63
34,-0.909,4,7,4,1,3,3,64
64,0.712,3,8,4,5,5,2,70
44,0.712,2,7,7,8,4,8,56
44,0.242,2,9,5,6,2,2,68
56,-0.188,2,8,4,8,5,8,62
78,0.712,3,8,7,6,4,8,95
63,1.267,1,2,6,8,4,8,42
39,-0.57,4,2,3,3,2,4,44
54,1.267,3,9,7,4,5,2,67
45,1.267,5,9,7,3,4,2,57
39,-0.909,1,4,2,2,2,2,49
37,-0.909,2,2,2,6,3,3,50
53,0.712,5,4,5,2,4,2,56
50,0.242,4,7,4,3,5,2,36
40,-0.909,3,7,6,1,3,3,73
49,-0.57,2,1,1,3,1,2,41
57,0.712,4,8,7,3,4,4,62
37,0.242,5,9,5,3,3,4,55
52,0.242,2,5,4,6,4,1,48
47,0.242,1,1,4,4,2,1,53
25,-0.909,5,9,3,1,4,2,24
52,1.267,3,7,7,2,5,2,65
52,0.712,4,6,4,2,3,2,47
47,0.712,3,4,5,7,2,8,48
55,0.712,4,4,3,6,2,8,28
64,-0.188,1,1,3,8,1,8,37
66,1.267,3,8,5,6,3,2,42
47,-0.909,2,6,3,8,5,8,52
47,0.712,3,6,3,7,2,8,42
62,0.242,2,9,7,6,5,2,86
52,1.267,2,8,7,8,5,8,65
62,-1.215,2,4,6,6,2,8,56
58,1.267,2,9,7,4,4,2,74
62,-0.188,3,7,4,1,1,2,37
49,1.267,4,8,5,3,4,2,54
36,-1.485,2,4,4,2,2,2,57
56,1.267,1,2,6,8,2,8,54
41,-0.188,5,2,3,3,2,3,58
79,-1.485,3,8,3,4,4,2,26
29,-0.188,2,3,4,7,1,8,52
53,0.242,2,8,7,6,5,8,52
52,-1.713,5,2,5,2,3,7,47
36,-1.713,2,1,2,4,1,6,50
53,0.242,2,8,6,8,3,4,81
60,0.712,2,7,7,6,3,2,86
38,0.242,1,4,4,4,2,2,41
37,0.242,3,2,2,2,3,2,17
54,0.712,3,7,5,6,3,4,50
49,-0.188,4,9,4,4,5,1,51
62,0.712,2,9,6,8,5,8,65
54,0.712,2,8,7,7,5,3,61
56,1.267,2,8,5,7,4,8,65
53,0.242,1,6,5,8,4,8,65
54,0.712,2,8,7,4,5,8,66
54,-0.188,3,7,6,2,5,2,75
57,1.267,2,9,6,5,2,8,54
50,-0.188,5,4,5,2,3,3,58
56,0.242,2,7,7,3,3,6,43
15,-1.215,3,2,2,8,1,8,49
55,1.267,2,6,4,2,4,2,51
45,0.242,3,9,5,4,3,4,59
39,-1.215,4,3,3,2,3,2,43
36,-0.188,2,4,2,2,3,3,43
75,-1.215,5,5,7,3,3,2,56
49,-1.485,3,8,3,2,3,2,42
47,0.242,2,9,5,5,3,8,70
50,-0.188,2,7,3,6,2,6,57
39,-0.909,2,4,4,6,3,8,48
62,1.267,4,9,6,4,4,3,67
53,0.242,2,8,5,5,4,2,64
42,-0.909,1,7,7,5,3,2,51
34,-1.215,3,1,1,4,2,6,32
55,0.712,2,7,7,8,2,8,84
43,-0.188,4,6,3,1,3,2,39
54,0.712,2,8,7,8,5,8,69
57,1.267,2,9,6,5,4,8,52
14,-1.215,3,1,2,8,2,8,29
50,-0.188,3,4,3,2,2,2,61
65,-0.57,1,7,6,8,5,8,87
47,0.712,2,9,7,7,4,4,69
46,-0.57,1,7,5,2,3,3,58
37,0.242,1,2,4,4,1,2,45
47,-0.188,5,8,3,3,2,6,52
37,-0.188,2,3,3,4,4,6,50
77,0.712,1,7,5,4,2,1,70
85,-0.909,3,7,6,3,3,2,78
42,1.267,5,9,5,4,5,2,56
66,0.712,2,8,5,2,5,1,86
44,-0.909,4,3,3,4,1,2,40
51,0.712,3,7,6,7,3,1,58
74,0.712,2,9,5,2,5,2,81
55,-0.188,2,7,5,6,3,8,50
52,0.712,1,3,5,8,2,8,73
36,1.267,2,8,6,5,4,2,57
32,-1.485,5,1,1,2,1,4,31
39,0.242,2,9,6,6,4,3,50
56,1.267,1,2,7,7,5,8,57
61,1.267,5,8,4,4,5,1,60
45,0.712,4,7,5,4,2,2,54
35,-0.909,2,1,5,8,2,8,42
51,0.242,1,6,5,2,5,2,61
55,-0.57,2,2,1,7,1,3,59
59,1.267,1,7,4,7,5,8,95
53,0.242,2,7,6,2,5,2,64
52,-0.57,1,2,5,3,3,2,57
38,0.242,1,2,3,5,1,6,41
52,0.712,2,8,7,6,3,8,58
58,-1.485,2,8,6,3,4,2,59
65,1.267,2,9,6,8,3,8,95
42,-1.485,5,1,1,2,2,4,49
74,1.267,2,8,6,6,5,8,95
51,0.712,3,9,7,3,5,2,67
48,1.267,3,9,6,2,5,2,47
50,-0.188,3,8,5,1,4,2,60
38,-0.909,5,1,4,2,4,3,41
43,-0.188,3,5,4,2,3,5,53
56,-1.485,5,8,3,2,3,3,39
46,1.267,5,7,7,2,2,1,53
34,0.712,2,1,2,7,4,8,53
40,0.242,2,8,6,8,5,4,95
62,-0.188,2,4,4,2,3,2,48
43,-0.188,2,4,5,2,5,1,46
61,1.267,2,2,1,3,2,2,17
44,0.242,5,7,5,3,4,2,54
43,0.242,4,8,5,4,3,4,54
54,-0.57,2,1,3,6,3,1,43
42,-0.909,2,3,4,2,2,2,47
44,0.242,3,1,7,8,3,8,62
56,0.242,2,8,6,8,4,8,95
42,-0.188,3,2,4,4,2,3,46
34,-0.909,1,2,4,2,2,2,60
46,-0.188,5,4,5,2,5,2,52
46,-0.909,4,6,1,2,3,7,39
42,0.712,2,6,5,6,4,4,52
64,1.267,1,8,7,5,3,8,86
40,0.712,3,8,6,2,5,2,63
57,-0.909,1,1,4,4,4,6,48
39,0.242,3,7,4,4,5,2,42
53,-0.909,1,1,2,6,2,8,59
47,1.267,5,8,4,3,3,2,37
74,1.267,4,9,7,4,5,2,57
42,0.712,3,8,5,1,3,5,53
18,-0.188,4,9,4,4,5,2,54
18,-1.215,3,2,1,4,2,1,36
60,0.712,1,8,7,5,4,2,66
58,-1.713,5,4,2,3,1,7,39
80,0.712,2,9,7,6,5,8,84
41,-0.57,1,2,5,8,4,8,48
47,0.242,2,9,7,2,5,2,70
46,0.242,4,8,5,6,5,8,50
48,-1.215,4,1,3,1,3,5,42
29,-1.485,1,1,1,3,2,6,73
51,1.267,2,7,6,6,4,8,78
54,-0.909,3,6,5,6,1,8,67
73,0.712,2,9,7,4,3,2,69
61,-0.188,5,7,5,1,4,2,50
45,0.242,2,3,7,8,3,8,51
43,-0.188,2,4,3,3,4,1,40
41,0.242,1,2,5,8,1,8,47
38,-0.909,5,2,2,2,2,4,38
56,0.712,2,1,4,2,4,5,60
76,-0.188,2,4,1,3,1,1,23
61,-0.188,2,5,3,6,1,8,61
40,-0.909,1,3,5,6,4,3,47
68,0.242,2,9,6,2,5,2,63
51,0.242,3,7,5,8,4,8,70
61,-0.909,1,2,5,6,5,8,62
39,-0.188,2,6,5,2,3,5,47
54,1.267,3,8,6,4,5,7,60
34,-0.188,2,3,3,4,2,4,36
51,1.267,2,8,7,6,4,3,76
32,-0.188,3,3,1,3,2,2,45
28,-1.485,1,1,3,4,1,6,32
33,0.242,5,4,2,4,3,4,23
48,-0.57,3,8,4,2,4,3,52
46,-0.909,1,4,4,2,1,7,50
54,-0.909,1,8,5,2,3,1,58
58,-0.909,1,4,4,1,3,5,61
44,0.712,2,8,4,5,4,2,35
61,1.267,5,9,5,4,4,2,86
52,-1.215,5,8,4,1,2,5,56
51,0.712,2,7,7,4,3,2,64
62,0.242,2,9,7,6,4,2,59
49,-0.57,2,4,3,5,3,2,55
37,-0.57,4,2,3,4,1,6,47
42,-0.188,2,9,6,2,4,3,58
57,0.242,2,8,6,8,5,8,77
67,-1.485,3,2,5,2,3,2,60
49,0.712,3,7,5,2,3,2,59
54,0.242,2,6,7,8,4,8,72
34,-0.188,2,8,5,1,4,2,54
43,0.242,2,2,5,5,2,4,44
53,0.712,1,6,4,6,4,8,62
40,0.712,3,9,7,5,5,2,53
52,0.712,2,6,5,7,3,8,56
53,-0.188,3,1,1,2,2,6,29
59,0.712,1,4,7,7,5,8,72
72,-0.188,1,7,6,3,3,2,51
42,-0.909,3,1,1,3,1,7,49
50,-0.57,3,3,6,5,1,8,59
71,0.242,3,7,7,5,4,8,86
53,0.712,2,8,6,7,4,8,67
75,0.712,1,8,6,2,4,1,86
43,0.712,1,3,4,3,3,2,43
56,-0.188,3,7,5,6,3,2,54
51,1.267,5,8,5,3,4,2,60
30,0.242,2,3,3,6,2,3,36
48,0.242,2,9,7,7,3,8,65
85,0.242,1,7,7,7,2,2,89
54,0.712,2,9,6,7,3,1,82
54,1.267,1,9,7,5,5,2,75
42,0.242,5,2,7,3,1,2,25
26,-0.57,4,1,2,1,1,7,45
39,-0.909,5,5,4,4,2,2,50
51,1.267,1,6,7,8,2,8,75
48,0.712,2,7,7,5,2,2,63
50,0.712,2,9,7,7,5,2,65
62,-0.57,2,3,4,2,5,2,61
69,1.267,3,9,7,4,4,2,72
40,-0.188,1,8,6,4,5,2,35
57,-0.188,1,3,7,8,3,8,53
60,0.712,1,1,3,4,2,3,40
44,0.712,2,9,6,5,4,2,78
42,-1.713,2,1,1,2,1,6,49
56,-0.909,2,1,1,2,2,7,37
85,0.712,2,8,7,6,4,8,95
44,0.242,2,8,3,4,3,2,33
48,-0.188,2,7,5,4,2,2,50
44,-1.9,3,2,4,4,2,4,50
58,-0.188,2,9,4,5,4,2,65
46,-0.188,4,7,4,2,5,2,47
44,-0.188,2,7,5,6,3,8,52
49,-0.188,3,5,3,4,2,2,44
42,0.712,1,1,1,6,1,8,49
55,-1.215,1,1,4,8,2,8,39
50,-0.909,1,4,2,8,3,3,53
46,0.712,1,3,6,8,3,8,55
45,-0.909,1,3,3,6,2,8,55
49,0.242,1,8,5,2,2,3,53
54,0.712,2,9,6,5,3,2,52
56,0.712,2,4,5,6,2,8,68
64,1.267,5,7,7,4,2,6,59
61,-1.215,1,1,1,2,2,1,42
32,0.242,3,4,3,5,2,2,49
42,-1.485,2,7,5,4,2,2,60
40,0.242,1,1,5,6,3,1,41
17,-0.57,3,7,2,1,1,7,33
73,-0.57,2,6,4,2,5,2,41
59,1.267,1,8,5,4,3,2,70
43,0.242,2,9,6,7,3,8,66
40,-1.215,1,3,4,6,3,2,52
51,1.267,2,8,6,8,4,8,76
43,-0.909,2,2,2,5,2,3,29
56,-0.188,2,6,4,2,4,7,49
69,-0.188,2,8,5,8,5,8,78
49,-0.57,2,7,3,2,3,2,64
59,-0.188,2,4,7,7,2,3,70
73,-0.188,2,7,7,8,5,8,85
30,-0.909,1,2,3,5,3,2,53
48,0.242,2,5,3,7,3,8,54
72,1.267,2,8,7,4,5,2,53
51,1.267,1,4,5,6,2,3,54
68,0.712,2,6,5,6,5,8,66
51,0.712,2,7,7,6,5,4,67
47,-0.188,4,2,2,3,1,2,14
46,0.242,3,2,5,2,5,2,43
56,-0.188,3,7,4,3,5,2,62
50,-0.57,1,6,3,4,2,2,46
54,0.712,2,8,6,7,3,8,72
41,-0.188,2,7,5,4,3,2,67
82,0.712,2,8,5,2,4,2,65
51,-0.188,4,7,3,3,3,2,55
48,0.242,4,7,4,4,2,1,58
59,0.242,2,5,4,4,3,1,58
26,0.242,2,2,3,3,4,2,40
35,-0.188,4,7,4,3,3,2,52
60,-0.57,3,3,3,3,1,7,27
39,0.712,3,4,5,1,3,2,57
44,0.712,1,9,4,6,3,1,53
44,0.712,2,8,6,2,4,2,48
44,0.242,2,6,6,4,3,7,53
32,-0.188,5,7,2,3,2,2,31
58,0.712,2,9,6,2,4,2,74
56,1.267,1,9,6,4,4,2,57
55,0.242,2,8,5,6,4,6,42
42,0.242,3,8,7,2,4,7,41
49,0.712,2,8,7,7,2,8,59
57,0.242,2,6,6,2,3,2,61
79,0.242,4,8,4,3,3,2,74
62,0.712,2,9,5,5,3,2,65
52,-0.909,1,5,5,3,3,2,59
52,1.267,3,8,2,4,5,4,60
48,-0.909,2,9,4,4,2,2,65
85,-0.188,4,9,7,4,5,2,86
66,1.267,2,5,4,6,4,8,59
42,1.267,3,7,7,3,4,2,56
66,0.712,2,8,7,6,4,2,71
45,0.712,2,7,7,5,4,8,62
61,1.267,4,9,4,5,5,2,33
48,0.242,2,3,4,6,3,2,45
41,0.242,4,7,7,8,5,8,62
55,-0.188,2,7,7,5,3,2,63
60,0.242,4,7,5,5,3,2,65
45,-0.909,4,1,2,1,3,7,37
42,1.267,3,9,7,6,3,3,66
40,0.712,1,7,7,4,4,2,61
55,1.267,2,9,7,8,2,8,79
50,0.712,4,3,2,2,2,7,41
55,0.242,2,4,4,8,4,8,69
58,-1.215,5,8,6,2,4,2,68
52,-0.57,1,1,5,5,2,3,52
56,0.712,1,7,6,6,3,2,76
46,-1.713,1,4,4,8,2,8,59
60,-0.188,2,8,4,7,2,8,81
67,-1.215,1,2,4,6,3,1,46
36,0.242,2,7,7,8,4,8,56
60,-0.57,2,3,7,8,2,8,73
43,0.242,5,8,5,3,5,2,61
55,-0.188,4,7,4,4,5,2,45
37,0.242,4,8,4,4,2,4,52
56,0.242,2,9,6,6,4,8,60
45,-0.188,5,8,2,3,3,2,17
60,1.267,2,9,6,3,4,2,55
37,-0.188,1,1,5,5,3,2,34
85,-1.215,1,1,1,1,2,6,22
55,0.242,2,6,6,8,4,8,66
38,-0.909,2,1,1,6,1,8,43
52,-0.188,2,7,4,6,3,8,61
73,-0.188,2,5,4,7,3,8,60
77,1.267,1,8,6,8,4,8,85
48,0.712,1,4,7,8,2,8,71
85,0.242,2,8,7,4,2,2,64
85,-1.485,5,7,6,1,2,5,66
43,0.712,2,9,6,5,4,8,60
53,-0.188,2,4,3,8,2,8,54
49,-1.215,2,2,2,4,1,8,36
79,-0.909,5,2,1,2,2,4,22
44,0.712,2,1,4,7,1,8,47
17,-0.909,5,1,2,2,3,4,14
50,0.242,2,6,7,6,2,2,57
42,-1.713,2,5,1,4,3,8,49
53,-0.57,2,2,6,4,4,2,48
71,0.712,1,7,7,8,2,8,82
35,0.712,1,8,4,1,3,5,45
39,0.712,2,2,4,8,3,8,54
34,0.242,1,1,1,3,1,6,47
45,-0.188,1,4,4,2,2,2,52
36,-0.57,2,6,5,7,1,2,61
29,0.712,2,1,1,1,3,5,38
55,0.242,3,9,5,3,5,2,68
33,-0.909,2,3,1,5,2,6,14
49,1.267,4,3,7,7,4,8,63
64,-0.909,2,7,6,5,3,8,54
82,-0.57,4,4,4,2,3,2,59
53,1.267,3,9,7,5,5,2,73
50,0.242,2,8,4,5,4,2,45
43,-0.57,2,4,6,5,2,2,56
55,0.712,2,9,7,2,4,2,53
39,-0.188,2,8,2,1,4,3,45
79,-0.909,5,9,6,1,3,2,60
59,-0.909,1,1,5,5,3,2,44
38,0.242,3,5,3,2,5,2,51
77,0.712,4,8,6,3,3,2,67
54,-0.909,4,9,5,2,5,2,58
54,-0.57,3,5,4,3,3,2,59
42,0.242,3,8,3,4,2,2,52
54,-0.188,2,3,1,4,3,3,33
45,-0.188,2,5,4,7,2,8,50
59,0.712,2,7,6,8,3,8,75
58,0.242,3,6,5,3,4,4,48
28,-0.57,5,7,3,2,3,5,28
56,0.242,2,7,4,5,3,6,59
43,0.712,2,4,4,6,2,8,56
47,0.712,2,7,6,8,2,8,76
42,-0.909,5,4,2,3,3,7,17
51,0.712,3,8,5,5,2,8,64
52,0.242,2,9,4,4,4,2,50
47,-1.485,3,1,1,1,1,7,25
51,-0.188,2,7,6,8,4,8,71
56,0.712,2,9,6,6,5,8,89
47,-0.57,1,1,1,1,3,3,51
38,0.242,4,6,1,3,3,4,26
39,-1.215,2,1,1,6,2,6,31
54,0.712,2,8,7,6,4,8,72
80,0.712,4,6,7,6,4,8,88
42,1.267,1,9,7,7,5,8,71
56,-0.188,2,9,5,2,4,2,66
45,0.712,2,7,6,6,2,3,61
49,1.267,2,5,6,7,4,8,69
59,0.242,3,6,7,3,4,2,44
52,0.242,3,7,5,7,3,8,60
55,0.712,4,7,6,4,3,2,57
55,0.242,2,5,5,6,4,8,62
43,0.242,2,4,2,7,4,8,49
46,-0.57,1,1,3,8,2,8,55
61,-0.909,3,7,6,8,3,8,67
66,-0.57,4,4,3,1,3,5,27
56,-1.215,3,2,3,3,1,2,47
58,1.267,2,6,6,8,3,8,77
47,0.712,2,5,7,7,2,8,63
75,0.242,1,5,5,6,3,8,80
44,1.267,2,9,7,7,5,8,56
49,-0.57,1,9,6,2,4,2,63
53,1.267,2,6,5,6,3,2,61
36,-0.57,5,7,4,6,2,8,48
85,1.267,4,9,5,4,5,2,65
53,1.267,2,9,5,2,5,2,61
54,0.712,2,8,7,6,4,8,75
37,-0.57,2,6,1,2,3,2,28
49,0.712,1,6,4,6,4,8,62
56,0.242,2,7,4,2,4,2,61
35,-0.188,4,6,4,2,4,2,46
55,1.267,4,9,5,3,5,2,72
42,0.242,2,7,5,8,5,8,55
42,-1.215,1,1,1,4,2,1,39
52,0.712,2,4,6,6,2,8,58
58,0.712,2,8,5,3,5,2,52
56,-0.188,1,3,6,8,2,8,73
40,0.712,2,6,7,6,3,8,74
14,-0.188,4,1,2,2,2,2,21
48,0.712,2,9,7,6,4,8,65
68,0.712,1,7,7,8,2,8,95
47,-0.188,2,1,4,6,2,8,47
54,0.242,2,9,6,2,5,2,73
45,-0.909,2,1,1,2,3,7,23
42,-1.485,2,7,4,3,3,3,56
64,0.712,2,8,5,7,3,8,64
46,-0.909,5,4,3,2,3,3,53
49,-1.215,2,8,5,2,2,6,66
46,-0.188,5,9,4,4,4,1,48
48,0.712,2,9,6,1,3,5,59
